Turn,Depth,Player,Move,FEN,Score_Tot,Score_Mov,Score_Tablero,Score_regreso,Score_Is_Check,Score_Check_Mate,Score_Is_Attacking,Score_Is_Castling,Score_Is_Attacked,Score_Estoy_Jaque,Score_Late_Move,Score_Early_Move,Score_Evitar_Empate,Score_Buscar_Empate,Move_Ant,Pieza,Estoy_Jaque,List_Possible_Squares,List_Attacks,Hist_Turn
1,0,True,g1h3,rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1,-2.199146978999016,-3.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,    ,N,False,"[6, 13, 29, 38]",[13],[Move.from_uci('g1h3')]
1,0,True,g1f3,rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,3.2937677549450086,1.0,0,0,0,0,2.25,0,-0.0,0,0,0,0,0,    ,N,False,"[4, 6, 11, 15, 27, 31, 36, 38]","[4, 11, 15]",[Move.from_uci('g1f3')]
1,0,True,b1c3,rnbqkbnr/pppppppp/8/8/8/2N5/PPPPPPPP/R1BQKBNR b KQkq - 1 1,3.3293477315120747,1.0,0,0,0,0,2.25,0,-0.0,0,0,0,0,0,    ,N,False,"[1, 3, 8, 12, 24, 28, 33, 35]","[3, 8, 12]",[Move.from_uci('b1c3')]
1,0,True,b1a3,rnbqkbnr/pppppppp/8/8/8/N7/PPPPPPPP/R1BQKBNR b KQkq - 1 1,-2.2055753060616183,-3.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,    ,N,False,"[1, 10, 26, 33]",[10],[Move.from_uci('b1a3')]
1,0,True,h2h3,rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1,3.0620910660855585,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,[30],[],[Move.from_uci('h2h3')]
1,0,True,g2g3,rnbqkbnr/pppppppp/8/8/8/6P1/PPPPPP1P/RNBQKBNR b KQkq - 0 1,3.0627367981108335,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[29, 31]",[],[Move.from_uci('g2g3')]
1,0,True,f2f3,rnbqkbnr/pppppppp/8/8/8/5P2/PPPPP1PP/RNBQKBNR b KQkq - 0 1,4.002950073945009,2.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[28, 30]",[],[Move.from_uci('f2f3')]
1,0,True,e2e3,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,5.0577036917473945,3.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[27, 29]",[],[Move.from_uci('e2e3')]
1,0,True,d2d3,rnbqkbnr/pppppppp/8/8/8/3P4/PPP1PPPP/RNBQKBNR b KQkq - 0 1,5.05836100791089,3.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[26, 28]",[],[Move.from_uci('d2d3')]
1,0,True,c2c3,rnbqkbnr/pppppppp/8/8/8/2P5/PP1PPPPP/RNBQKBNR b KQkq - 0 1,4.024176381042415,2.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[25, 27]",[],[Move.from_uci('c2c3')]
1,0,True,b2b3,rnbqkbnr/pppppppp/8/8/8/1P6/P1PPPPPP/RNBQKBNR b KQkq - 0 1,3.068472421557778,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[24, 26]",[],[Move.from_uci('b2b3')]
1,0,True,a2a3,rnbqkbnr/pppppppp/8/8/8/P7/1PPPPPPP/RNBQKBNR b KQkq - 0 1,3.071357355083689,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,[25],[],[Move.from_uci('a2a3')]
1,0,True,h2h4,rnbqkbnr/pppppppp/8/8/7P/8/PPPPPPP1/RNBQKBNR b KQkq - 0 1,2.5319677787288533,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,[38],[],[Move.from_uci('h2h4')]
1,0,True,g2g4,rnbqkbnr/pppppppp/8/8/6P1/8/PPPPPP1P/RNBQKBNR b KQkq - 0 1,2.596364683470899,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[37, 39]",[],[Move.from_uci('g2g4')]
1,0,True,f2f4,rnbqkbnr/pppppppp/8/8/5P2/8/PPPPP1PP/RNBQKBNR b KQkq - 0 1,3.0685962320720943,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[36, 38]",[],[Move.from_uci('f2f4')]
1,0,True,e2e4,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,4.510351181962712,2.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[35, 37]",[],[Move.from_uci('e2e4')]
1,0,True,d2d4,rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,4.559462295671152,2.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[34, 36]",[],[Move.from_uci('d2d4')]
1,0,True,c2c4,rnbqkbnr/pppppppp/8/8/2P5/8/PP1PPPPP/RNBQKBNR b KQkq - 0 1,3.0754770959027993,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[33, 35]",[],[Move.from_uci('c2c4')]
1,0,True,b2b4,rnbqkbnr/pppppppp/8/8/1P6/8/P1PPPPPP/RNBQKBNR b KQkq - 0 1,2.536343404773986,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,"[32, 34]",[],[Move.from_uci('b2b4')]
1,0,True,a2a4,rnbqkbnr/pppppppp/8/8/P7/8/1PPPPPPP/RNBQKBNR b KQkq - 0 1,2.543024112087718,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,    ,P,False,[33],[],[Move.from_uci('a2a4')]
3,0,True,g1h3,rnbqkb1r/pppppppp/5n2/8/8/3P3N/PPP1PPPP/RNBQKB1R b KQkq - 2 2,-2.1826061681635114,-3.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,d3d2,N,False,"[6, 13, 29, 38]",[13],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('g1h3')]"
3,0,True,g1f3,rnbqkb1r/pppppppp/5n2/8/8/3P1N2/PPP1PPPP/RNBQKB1R b KQkq - 2 2,2.538368485675651,1.0,0,0,0,0,1.5,0,-0.0,0,0,0,0,0,d3d2,N,False,"[4, 6, 11, 15, 27, 31, 36, 38]","[4, 15]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('g1f3')]"
3,0,True,e1d2,rnbqkb1r/pppppppp/5n2/8/8/3P4/PPPKPPPP/RNBQ1BNR b kq - 2 2,0.013675442074830523,-5.0,0,0,0,0,5.0,0,0.0,0,0,0,0,0,d3d2,K,False,"[2, 3, 4, 10, 12, 18, 19, 20]","[2, 3, 10, 12, 19]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e1d2')]"
3,0,True,d1d2,rnbqkb1r/pppppppp/5n2/8/8/3P4/PPPQPPPP/RNB1KBNR b KQkq - 2 2,2.007907306915712,0.0,0,0,0,0,2.0,0,-0.0,0,0,0,0,0,d3d2,Q,False,"[2, 3, 4, 10, 12, 18, 19, 20, 25, 29, 32, 38, 47]","[2, 4, 10, 12, 19]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('d1d2')]"
3,0,True,c1h6,rnbqkb1r/pppppppp/5n1B/8/8/3P4/PPP1PPPP/RN1QKBNR b KQkq - 2 2,-20.979421882921702,-1.0,0,0,0,0,1.0,0,-21.0,0,0,0,0,0,d3d2,B,False,"[2, 11, 20, 29, 38, 54]",[54],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('c1h6')]"
3,0,True,c1g5,rnbqkb1r/pppppppp/5n2/6B1/8/3P4/PPP1PPPP/RN1QKBNR b KQkq - 2 2,1.0338171895012702,0.0,0,0,0,0,1.0,0,-0.0,0,0,0,0,0,d3d2,B,False,"[2, 11, 20, 29, 31, 45, 47]",[45],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('c1g5')]"
3,0,True,c1f4,rnbqkb1r/pppppppp/5n2/8/5B2/3P4/PPP1PPPP/RN1QKBNR b KQkq - 2 2,2.5358996797726707,0.5,0,0,0,0,2.0,0,-0.0,0,0,0,0,0,d3d2,B,False,"[2, 11, 15, 20, 22, 36, 38, 43, 47, 50]","[15, 50]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('c1f4')]"
3,0,True,c1e3,rnbqkb1r/pppppppp/5n2/8/8/3PB3/PPP1PPPP/RN1QKBNR b KQkq - 2 2,3.0245447287908376,1.0,0,0,0,0,2.0,0,-0.0,0,0,0,0,0,d3d2,B,False,"[2, 11, 13, 27, 29, 34, 38, 41, 47, 48]","[13, 48]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('c1e3')]"
3,0,True,c1d2,rnbqkb1r/pppppppp/5n2/8/8/3P4/PPPBPPPP/RN1QKBNR b KQkq - 2 2,1.0978974938490031,0.0,0,0,0,0,1.0,0,-0.0,0,0,0,0,0,d3d2,B,False,"[2, 4, 18, 20, 25, 29, 32, 38, 47]",[4],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('c1d2')]"
3,0,True,b1c3,rnbqkb1r/pppppppp/5n2/8/8/2NP4/PPP1PPPP/R1BQKBNR b KQkq - 2 2,3.2937222104793364,1.0,0,0,0,0,2.25,0,-0.0,0,0,0,0,0,d3d2,N,False,"[1, 3, 8, 12, 24, 28, 33, 35]","[3, 8, 12]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('b1c3')]"
3,0,True,b1a3,rnbqkb1r/pppppppp/5n2/8/8/N2P4/PPP1PPPP/R1BQKBNR b KQkq - 2 2,-2.1683090670484098,-3.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,d3d2,N,False,"[1, 10, 26, 33]",[10],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('b1a3')]"
3,0,True,b1d2,rnbqkb1r/pppppppp/5n2/8/8/3P4/PPPNPPPP/R1BQKBNR b KQkq - 2 2,0.8344083424818021,0.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,d3d2,N,False,"[1, 5, 17, 21, 26, 28]",[5],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('b1d2')]"
3,0,True,d3d4,rnbqkb1r/pppppppp/5n2/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 2,4.545005311589032,2.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[34, 36]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('d3d4')]"
3,0,True,h2h3,rnbqkb1r/pppppppp/5n2/8/8/3P3P/PPP1PPP1/RNBQKBNR b KQkq - 0 2,3.09215886454363,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,[30],[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('h2h3')]"
3,0,True,g2g3,rnbqkb1r/pppppppp/5n2/8/8/3P2P1/PPP1PP1P/RNBQKBNR b KQkq - 0 2,3.0049588129018456,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[29, 31]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('g2g3')]"
3,0,True,f2f3,rnbqkb1r/pppppppp/5n2/8/8/3P1P2/PPP1P1PP/RNBQKBNR b KQkq - 0 2,4.090438731373449,2.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[28, 30]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('f2f3')]"
3,0,True,e2e3,rnbqkb1r/pppppppp/5n2/8/8/3PP3/PPP2PPP/RNBQKBNR b KQkq - 0 2,5.002025211817574,3.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[27, 29]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3')]"
3,0,True,c2c3,rnbqkb1r/pppppppp/5n2/8/8/2PP4/PP2PPPP/RNBQKBNR b KQkq - 0 2,4.094307906115256,2.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[25, 27]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('c2c3')]"
3,0,True,b2b3,rnbqkb1r/pppppppp/5n2/8/8/1P1P4/P1P1PPPP/RNBQKBNR b KQkq - 0 2,3.0911400753368388,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[24, 26]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('b2b3')]"
3,0,True,a2a3,rnbqkb1r/pppppppp/5n2/8/8/P2P4/1PP1PPPP/RNBQKBNR b KQkq - 0 2,3.010460886034242,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,[25],[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('a2a3')]"
3,0,True,h2h4,rnbqkb1r/pppppppp/5n2/8/7P/3P4/PPP1PPP1/RNBQKBNR b KQkq - 0 2,2.50037688593129,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,[38],[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('h2h4')]"
3,0,True,g2g4,rnbqkb1r/pppppppp/5n2/8/6P1/3P4/PPP1PP1P/RNBQKBNR b KQkq - 0 2,-4.429080941465472,0.5,0,0,0,0,0.0,0,-7.0,0,0,2,0,0,d3d2,P,False,"[37, 39]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('g2g4')]"
3,0,True,f2f4,rnbqkb1r/pppppppp/5n2/8/5P2/3P4/PPP1P1PP/RNBQKBNR b KQkq - 0 2,3.0306443136483088,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[36, 38]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('f2f4')]"
3,0,True,e2e4,rnbqkb1r/pppppppp/5n2/8/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 2,-2.444461069926453,2.5,0,0,0,0,0.0,0,-7.0,0,0,2,0,0,d3d2,P,False,"[35, 37]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e4')]"
3,0,True,c2c4,rnbqkb1r/pppppppp/5n2/8/2P5/3P4/PP2PPPP/RNBQKBNR b KQkq - 0 2,3.0673742589430635,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[33, 35]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('c2c4')]"
3,0,True,b2b4,rnbqkb1r/pppppppp/5n2/8/1P6/3P4/P1P1PPPP/RNBQKBNR b KQkq - 0 2,2.5262724991080603,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[32, 34]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('b2b4')]"
3,0,True,a2a4,rnbqkb1r/pppppppp/5n2/8/P7/3P4/1PP1PPPP/RNBQKBNR b KQkq - 0 2,2.590519871844559,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,[33],[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('a2a4')]"
5,0,True,g1h3,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP2N/PPP2PPP/RNBQKB1R b KQkq - 1 3,-23.16738284180541,-3.0,0,0,0,0,0.75,0,-21.0,0,0,0,0,0,d3d2,N,False,"[6, 13, 29, 38]",[13],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('g1h3')]"
5,0,True,g1f3,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PPN2/PPP2PPP/RNBQKB1R b KQkq - 1 3,2.5163287216545216,1.0,0,0,0,0,1.5,0,-0.0,0,0,0,0,0,d3d2,N,False,"[4, 6, 11, 15, 27, 31, 36, 38]","[4, 15]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('g1f3')]"
5,0,True,g1e2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPP1NPPP/RNBQKB1R b KQkq - 1 3,0.8377643249036681,0.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,d3d2,N,False,"[2, 6, 18, 22, 27, 29]",[2],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('g1e2')]"
5,0,True,f1e2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPP1BPPP/RNBQK1NR b KQkq - 1 3,2.046447030605733,0.0,0,0,0,0,2.0,0,-0.0,0,0,0,0,0,d3d2,B,False,"[3, 5, 19, 21, 30, 39]","[3, 19]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('f1e2')]"
5,0,True,e1e2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPP1KPPP/RNBQ1BNR b kq - 1 3,0.08925752700330472,-5.0,0,0,0,0,5.0,0,0.0,0,0,0,0,0,d3d2,K,False,"[3, 4, 5, 11, 13, 19, 20, 21]","[3, 5, 13, 19, 20]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('e1e2')]"
5,0,True,e1d2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPPK1PPP/RNBQ1BNR b kq - 1 3,0.009636777728224988,-5.0,0,0,0,0,5.0,0,0.0,0,0,0,0,0,d3d2,K,False,"[2, 3, 4, 10, 12, 18, 19, 20]","[2, 3, 10, 19, 20]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('e1d2')]"
5,0,True,d1h5,rnbqkb1r/ppp1pppp/5n2/3p3Q/8/3PP3/PPP2PPP/RNB1KBNR b KQkq - 1 3,-61.384281002575335,0.0,0,0,0,0,1.6,0,-62.99999999999999,0,0,0,0,0,d3d2,Q,False,"[3, 12, 15, 21, 23, 30, 31, 35, 36, 37, 38, 46, 47, 53, 55]","[15, 35, 53, 55]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('d1h5')]"
5,0,True,d1g4,rnbqkb1r/ppp1pppp/5n2/3p4/6Q1/3PP3/PPP2PPP/RNB1KBNR b KQkq - 1 3,-124.7116452742917,0.0,0,0,0,0,1.2000000000000002,0,-125.99999999999999,0,0,0,0,0,d3d2,Q,False,"[3, 12, 14, 21, 22, 23, 24, 25, 26, 27, 28, 29, 31, 37, 38, 39, 44, 46, 51, 54, 58]","[14, 54, 58]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('d1g4')]"
5,0,True,d1f3,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PPQ2/PPP2PPP/RNB1KBNR b KQkq - 1 3,2.5277657296167213,0.5,0,0,0,0,2.0,0,-0.0,0,0,0,0,0,d3d2,Q,False,"[3, 12, 13, 14, 20, 22, 23, 28, 29, 30, 35, 37, 39, 45]","[13, 14, 20, 35, 45]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('d1f3')]"
5,0,True,d1e2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPP1QPPP/RNB1KBNR b KQkq - 1 3,2.485068614134418,0.0,0,0,0,0,2.4000000000000004,0,-0.0,0,0,0,0,0,d3d2,Q,False,"[3, 4, 5, 10, 11, 13, 19, 20, 21, 30, 39]","[4, 5, 10, 13, 19, 20]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('d1e2')]"
5,0,True,d1d2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPPQ1PPP/RNB1KBNR b KQkq - 1 3,2.456015499600726,0.0,0,0,0,0,2.4000000000000004,0,-0.0,0,0,0,0,0,d3d2,Q,False,"[2, 3, 4, 10, 12, 13, 18, 19, 20, 25, 32]","[2, 4, 10, 13, 19, 20]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('d1d2')]"
5,0,True,c1d2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPPB1PPP/RN1QKBNR b KQkq - 1 3,2.0604824668277133,0.0,0,0,0,0,2.0,0,-0.0,0,0,0,0,0,d3d2,B,False,"[2, 4, 18, 20, 25, 32]","[4, 20]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('c1d2')]"
5,0,True,b1c3,rnbqkb1r/ppp1pppp/5n2/3p4/8/2NPP3/PPP2PPP/R1BQKBNR b KQkq - 1 3,3.310729853012021,1.0,0,0,0,0,2.25,0,-0.0,0,0,0,0,0,d3d2,N,False,"[1, 3, 8, 12, 24, 28, 33, 35]","[3, 8, 35]","[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('b1c3')]"
5,0,True,b1a3,rnbqkb1r/ppp1pppp/5n2/3p4/8/N2PP3/PPP2PPP/R1BQKBNR b KQkq - 1 3,-2.161517030655852,-3.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,d3d2,N,False,"[1, 10, 26, 33]",[10],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('b1a3')]"
5,0,True,b1d2,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP3/PPPN1PPP/R1BQKBNR b KQkq - 1 3,0.825078306883612,0.0,0,0,0,0,0.75,0,-0.0,0,0,0,0,0,d3d2,N,False,"[1, 5, 17, 21, 26, 28]",[5],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('b1d2')]"
5,0,True,e3e4,rnbqkb1r/ppp1pppp/5n2/3p4/4P3/3P4/PPP2PPP/RNBQKBNR b KQkq - 0 3,-8.463605118086319,2.5,0,0,0,0,1.0,0,-14.0,0,0,2,0,0,d3d2,P,False,"[35, 37]",[35],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('e3e4')]"
5,0,True,d3d4,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4P3/PPP2PPP/RNBQKBNR b KQkq - 0 3,4.5125948010179995,2.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[34, 36]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('d3d4')]"
5,0,True,h2h3,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP2P/PPP2PP1/RNBQKBNR b KQkq - 0 3,-3.93779100037809,1.0,0,0,0,0,0.0,0,-7.0,0,0,2,0,0,d3d2,P,False,[30],[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('h2h3')]"
5,0,True,g2g3,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PP1P1/PPP2P1P/RNBQKBNR b KQkq - 0 3,3.0180757900556374,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[29, 31]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('g2g3')]"
5,0,True,f2f3,rnbqkb1r/ppp1pppp/5n2/3p4/8/3PPP2/PPP3PP/RNBQKBNR b KQkq - 0 3,4.008512686801554,2.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[28, 30]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('f2f3')]"
5,0,True,c2c3,rnbqkb1r/ppp1pppp/5n2/3p4/8/2PPP3/PP3PPP/RNBQKBNR b KQkq - 0 3,4.07382991018145,2.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[25, 27]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('c2c3')]"
5,0,True,b2b3,rnbqkb1r/ppp1pppp/5n2/3p4/8/1P1PP3/P1P2PPP/RNBQKBNR b KQkq - 0 3,3.0547595292977934,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[24, 26]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('b2b3')]"
5,0,True,a2a3,rnbqkb1r/ppp1pppp/5n2/3p4/8/P2PP3/1PP2PPP/RNBQKBNR b KQkq - 0 3,3.042636861825052,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,[25],[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('a2a3')]"
5,0,True,h2h4,rnbqkb1r/ppp1pppp/5n2/3p4/7P/3PP3/PPP2PP1/RNBQKBNR b KQkq - 0 3,2.544637901147942,0.5,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,[38],[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('h2h4')]"
5,0,True,g2g4,rnbqkb1r/ppp1pppp/5n2/3p4/6P1/3PP3/PPP2P1P/RNBQKBNR b KQkq - 0 3,-11.468114074162923,0.5,0,0,0,0,0.0,0,-14.0,0,0,2,0,0,d3d2,P,False,"[37, 39]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('g2g4')]"
5,0,True,f2f4,rnbqkb1r/ppp1pppp/5n2/3p4/5P2/3PP3/PPP3PP/RNBQKBNR b KQkq - 0 3,3.056028982814422,1.0,0,0,0,0,0.0,0,-0.0,0,0,2,0,0,d3d2,P,False,"[36, 38]",[],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('f2f4')]"
5,0,True,c2c4,rnbqkb1r/ppp1pppp/5n2/3p4/2P5/3PP3/PP3PPP/RNBQKBNR b KQkq - 0 3,-2.9264846061133496,1.0,0,0,0,0,1.0,0,-7.0,0,0,2,0,0,d3d2,P,False,"[33, 35]",[35],"[Move.from_uci('d2d3'), Move.from_uci('g8f6'), Move.from_uci('e2e3'), Move.from_uci('d7d5'), Move.from_uci('c2c4')]"
